customer_id,city,account_type,income,total_transactions,total_spend,avg_transaction_amount,max_transaction_amount,avg_distance,fraud_transactions,fraud_rate_pct
655,Bangalore,Current,61118624,21,560989.3612,26713.77911,234443.7656,19,2,9.52
656,Kolkata,Premium,53575848,22,315053.4453,14320.61115,90151.34375,9,3,13.64
657,Hyderabad,Current,73075624,22,892166.2465,40553.0112,158571.0156,4,1,4.55
658,Hyderabad,Premium,769098240,26,1277265.799,49125.60767,272605.875,0,4,15.38
659,Ahmedabad,Current,69589784,31,850439.9413,27433.54649,184232.9063,0,1,3.23
660,Kolkata,Premium,35469848,22,613527.0881,27887.59492,148169.1094,0,4,18.18
661,Kolkata,Current,37729000,23,1012979.537,44042.58859,230211.4688,0,1,4.35
662,Hyderabad,Current,11559686,21,527594.5605,25123.5505,99745.35938,4,0,0
663,Ahmedabad,Current,14877360,17,582198.7213,34246.98361,227460.5469,11,3,17.65
664,Hyderabad,Premium,42004156,24,776397.6899,32349.90375,188095.4375,0,8,33.33
665,Bangalore,Premium,40362164,20,561208.6157,28060.43079,136292.1563,10,1,5
666,Chennai,Current,471652352,20,346549.9524,17327.49762,58587.42969,0,1,5
667,Chennai,Current,103095168,17,333514.2722,19618.4866,56104.51953,11,3,17.65
668,Kolkata,Premium,245390832,25,986318.1249,39452.725,235604.125,12,4,16
669,Pune,Current,61581640,22,1177657.783,53529.89925,271764.625,4,2,9.09
670,Ahmedabad,Current,44012816,19,757138.8362,39849.41243,277231.9063,5,2,10.53
671,Chennai,Premium,93017736,29,471329.7466,16252.74988,155113.2656,0,4,13.79
672,Hyderabad,Premium,412489760,22,602734.5211,27397.02369,139319.9219,13,3,13.64
673,Chennai,Current,62808192,20,968413.4037,48420.67018,240078.3281,5,2,10
674,Chennai,Current,94128304,26,1265232.526,48662.78944,187295.9375,11,2,7.69
675,Hyderabad,Current,48987084,24,693920.6403,28913.36001,206700.0938,4,1,4.17
676,Bangalore,Premium,31785300,16,305026.6619,19064.16637,84472.00781,6,0,0
677,Delhi,Premium,54367188,25,806937.9938,32277.51975,115727.8984,4,1,4
678,Mumbai,Current,66603860,18,682891.8009,37938.43338,129732.5781,5,1,5.56
679,Pune,Current,29606970,26,685555.6606,26367.52541,164868.2969,0,1,3.85
680,Delhi,Current,73560616,24,681012.0211,28375.50088,237023.8906,0,1,4.17
681,Kolkata,Current,43365644,25,608511.8517,24340.47407,67231.17969,4,1,4
682,Delhi,Current,79407776,18,1021193.597,56732.97762,218892.7031,5,1,5.56
683,Delhi,Premium,156891696,17,603877.8035,35522.22373,266381.0625,0,1,5.88
684,Delhi,Current,29769436,35,1518145.371,43375.58203,141557.625,11,3,8.57
685,Pune,Current,45012192,19,862951.9011,45418.52111,201889.9375,0,0,0
686,Kolkata,Premium,114045800,20,525253.1237,26262.65618,171814.2031,5,2,10
687,Kolkata,Current,60858644,21,1037826.621,49420.31527,196947.875,9,4,19.05
688,Pune,Current,20256038,22,1052862.389,47857.38134,266083.5,4,2,9.09
689,Delhi,Current,131700520,16,333253.317,20828.33231,65240.39844,6,1,6.25
690,Kolkata,Premium,21636846,22,743043.7883,33774.71765,174586.5156,4,1,4.55
691,Mumbai,Current,45861840,26,739744.1543,28451.69824,146922.2656,0,1,3.85
692,Chennai,Premium,179333728,23,1468893.734,63864.94498,247469.6563,4,2,8.7
693,Delhi,Current,115812000,31,934312.4281,30139.11058,196823.2656,9,2,6.45
694,Chennai,Current,20627160,23,1527964.499,66433.23908,205328.2656,8,9,39.13
695,Ahmedabad,Current,45714260,20,424021.6412,21201.08206,123531.0391,5,0,0
696,Chennai,Current,53427900,20,631992.0473,31599.60237,154001.9844,0,4,20
697,Ahmedabad,Current,19549800,26,1282834.215,49339.77751,227038.8438,0,4,15.38
698,Pune,Premium,479837280,16,225032.2803,14064.51752,57858.48828,0,1,6.25
699,Pune,Premium,53923748,20,1409854.304,70492.71519,250954.7656,5,3,15
700,Hyderabad,Premium,39325884,17,452218.4036,26601.08256,163837.2813,0,1,5.88
701,Mumbai,Current,676866496,28,1653471.994,59052.57121,200203.8125,3,1,3.57
702,Kolkata,Current,72820672,20,912532.2832,45626.61416,226135.8438,10,5,25
703,Chennai,Current,53256708,24,1432867.813,59702.82555,250118.9063,0,2,8.33
704,Bangalore,Current,35716108,20,440953.5176,22047.67588,113714.1563,5,2,10
705,Bangalore,Current,50369124,18,659601.3109,36644.51727,124810.8125,0,2,11.11
706,Kolkata,Premium,50550028,16,415099.7346,25943.73341,94160.70313,6,1,6.25
707,Delhi,Premium,63631380,14,497983.1262,35570.2233,181991.2656,7,1,7.14
708,Hyderabad,Premium,65202848,30,1203775.315,40125.84385,250553.0938,6,3,10
709,Pune,Current,17360968,25,445603.1766,17824.12707,124765.9297,8,2,8
710,Bangalore,Current,151746320,24,404807.2056,16866.9669,118564.3672,4,2,8.33
711,Bangalore,Current,229106960,23,998646.511,43419.41352,191016.4531,4,3,13.04
712,Pune,Premium,21700118,17,1094822.682,64401.33424,270177.1875,0,0,0
713,Kolkata,Premium,72705208,25,635040.2197,25401.60879,131661.7344,0,1,4
714,Mumbai,Current,80566616,24,1755376.266,73140.67776,268027.9063,4,3,12.5
715,Ahmedabad,Current,88996992,22,669233.0806,30419.68548,165993.625,18,5,22.73
716,Mumbai,Current,28426478,21,600103.9524,28576.37869,154305.6563,4,2,9.52
717,Bangalore,Current,47911744,11,384630.8935,34966.44486,155650.3125,0,2,18.18
718,Ahmedabad,Premium,50507732,25,1031310.858,41252.43431,202665.1563,8,2,8
719,Delhi,Current,34776028,36,1600521.114,44458.91984,274723.625,5,3,8.33
720,Ahmedabad,Current,30515570,20,1065544.43,53277.22151,175648.0469,10,2,10
721,Mumbai,Current,20060584,20,787993.6019,39399.6801,215480.3125,10,4,20
722,Hyderabad,Premium,51868896,22,1610420.428,73200.92854,258473.4844,0,4,18.18
723,Delhi,Current,45962776,31,1178411.977,38013.28957,277844.625,3,2,6.45
724,Ahmedabad,Premium,362049152,21,1464432.824,69734.8964,217784.0938,4,3,14.29
725,Mumbai,Current,38728020,19,256584.7727,13504.46172,63746.19922,5,1,5.26
726,Ahmedabad,Premium,21639014,18,468718.1884,26039.89936,156374.3438,5,3,16.67
727,Hyderabad,Current,82419024,19,359451.7378,18918.51252,128090.9531,21,2,10.53
728,Hyderabad,Premium,41375920,22,1427843.537,64901.97897,234430.1719,0,2,9.09
729,Pune,Current,39148500,20,273387.5454,13669.37727,63256.12891,0,0,0
730,Mumbai,Premium,37407528,29,710902.3191,24513.87307,176548.6875,6,1,3.45
731,Pune,Premium,35239304,32,1572115.478,49128.60868,204344.7656,3,1,3.13
732,Delhi,Current,225726464,28,771272.8748,27545.45982,201440.9844,0,1,3.57
733,Hyderabad,Premium,78282208,22,354881.521,16130.97823,53974.17969,4,3,13.64
734,Kolkata,Premium,51556576,23,591130.6395,25701.33215,105224.1484,4,1,4.35
735,Chennai,Current,30302242,15,448577.8345,29905.18896,208396.375,13,4,26.67
736,Bangalore,Premium,25952674,21,385877.7899,18375.13285,200909.5313,9,2,9.52
737,Ahmedabad,Premium,71591408,22,948049.3481,43093.15219,275374.5,0,0,0
738,Kolkata,Premium,69822744,20,1026888.695,51344.43474,272198.7188,10,1,5
739,Chennai,Premium,67743680,29,2091423.349,72118.0465,261982.9531,6,3,10.34
740,Hyderabad,Premium,88169992,30,810382.8979,27012.76326,195526.3906,3,4,13.33
741,Ahmedabad,Current,431298528,19,493978.0144,25998.84286,135839.9063,0,1,5.26
742,Pune,Premium,92449792,32,1239090.081,38721.56502,188054.5625,3,5,15.63
743,Ahmedabad,Premium,28288410,34,1526678.341,44902.30414,195231.2656,5,3,8.82
744,Mumbai,Current,29668690,20,951538.9523,47576.94761,228335.9844,0,0,0
745,Kolkata,Current,58023624,20,882008.2126,44100.41063,186409.9531,5,0,0
746,Mumbai,Premium,13635645,21,665989.8406,31713.80193,198063.4063,4,1,4.76
747,Ahmedabad,Premium,18346288,25,1046359.673,41854.38694,222668.1719,0,3,12
748,Hyderabad,Current,16783890,25,622819.6339,24912.78536,126326.4766,12,8,32
749,Bangalore,Current,323480704,22,653239.1298,29692.68772,202777.8125,4,0,0
750,Bangalore,Premium,37018076,24,1103658.672,45985.778,203369.3438,4,0,0
751,Ahmedabad,Premium,183420304,20,642345.9026,32117.29513,101272.9688,0,0,0
752,Hyderabad,Current,41231784,24,1614273.04,67261.37666,276981.375,4,2,8.33
753,Chennai,Premium,45986688,15,740693.9291,49379.59527,175324.125,0,2,13.33
754,Bangalore,Premium,37336420,18,409623.8501,22756.88056,67036.67188,11,1,5.56
755,Pune,Premium,48722712,27,1249818.909,46289.58922,226939.5938,7,7,25.93
756,Chennai,Premium,206301008,27,1317241.753,48786.7316,197938.0781,7,3,11.11
757,Ahmedabad,Premium,20895898,24,977314.2868,40721.42862,133551.9844,8,3,12.5
758,Kolkata,Current,35944012,22,424518.5525,19296.29784,164123.5,9,2,9.09
759,Hyderabad,Current,33010994,25,2089893.415,83595.7366,273093.8438,0,3,12
760,Ahmedabad,Current,18057456,21,1352940.882,64425.75629,178759.5469,4,1,4.76
761,Ahmedabad,Premium,28216164,23,495659.8467,21550.42812,140780.7031,8,1,4.35
762,Hyderabad,Premium,36479500,16,575762.0759,35985.12975,79076.85938,6,2,12.5
763,Ahmedabad,Premium,43401512,21,539100.0814,25671.43245,133794.7188,4,1,4.76
764,Kolkata,Premium,194129648,16,1253452.491,78340.78067,269330.625,0,0,0
765,Kolkata,Current,29397914,21,548188.7941,26104.22829,232208.6563,4,1,4.76
766,Pune,Current,20380630,24,539583.6101,22482.65042,91010.90625,4,1,4.17
767,Chennai,Current,54070460,17,1011364.722,59492.04249,191161.7656,5,3,17.65
768,Delhi,Premium,23923720,22,731943.2096,33270.14589,274389.4688,9,3,13.64
769,Mumbai,Current,68485856,26,1122345.966,43167.15255,219463.2969,3,1,3.85
770,Kolkata,Premium,45229864,19,531127.3231,27954.06963,127868.5313,5,1,5.26
771,Mumbai,Premium,57953432,20,1593299.436,79664.97178,266720.9063,0,0,0
772,Delhi,Current,82214760,23,999547.8567,43458.60246,255327.3438,4,3,13.04
773,Ahmedabad,Current,41486712,23,1742502.82,75760.99216,260843.2656,0,1,4.35
774,Mumbai,Current,40042116,17,1217616.4,71624.49409,263917.625,0,2,11.76
775,Kolkata,Premium,125197336,26,838522.8367,32250.87833,142416.875,3,6,23.08
776,Pune,Premium,79272656,19,597534.1278,31449.16462,156345.7656,10,4,21.05
777,Mumbai,Premium,35535828,24,979628.5235,40817.85514,182802.1719,8,1,4.17
778,Ahmedabad,Premium,41838712,23,574295.6087,24969.37429,182975.4375,4,2,8.7
779,Delhi,Current,363199008,23,1310450.234,56976.09711,240193.4688,0,1,4.35
780,Mumbai,Current,179414096,14,380754.2517,27196.73226,218457.25,21,1,7.14
781,Kolkata,Premium,266862096,21,429070.1978,20431.91418,146184.6875,4,3,14.29
782,Mumbai,Premium,121257856,21,876301.2791,41728.63234,206843.9063,4,2,9.52
783,Mumbai,Current,102671992,24,1183661.587,49319.23281,272004.6563,8,5,20.83
784,Kolkata,Current,15995856,24,269426.2502,11226.09376,64606.62109,8,2,8.33
785,Chennai,Premium,184927328,25,976329.786,39053.19144,201653.2344,0,1,4
786,Delhi,Current,69067880,21,586257.7548,27917.03594,110702.9688,4,0,0
787,Delhi,Premium,24803002,21,1231763.997,58655.42844,255923.2031,4,1,4.76
788,Hyderabad,Current,240463680,19,590353.1925,31071.22066,135988.75,5,1,5.26
789,Chennai,Premium,80231640,16,467412.4635,29213.27897,184390.7813,6,1,6.25
790,Hyderabad,Current,10372880,19,1142535.641,60133.45478,257193.2656,5,2,10.53
791,Hyderabad,Premium,297195616,16,886604.865,55412.80406,190997.0313,6,0,0
792,Hyderabad,Premium,24041114,24,514124.6854,21421.86189,124250.4375,12,6,25
793,Hyderabad,Premium,34793136,25,1009484.863,40379.3945,262272.9375,4,5,20
794,Ahmedabad,Current,55156956,22,866370.7672,39380.48942,243656.2656,13,4,18.18
795,Ahmedabad,Premium,175883328,22,1045901.335,47540.96977,274360.25,0,3,13.64
796,Chennai,Current,145011696,21,693203.7327,33009.70156,194322.4531,4,2,9.52
797,Bangalore,Premium,71545528,15,317832.0444,21188.80296,172895.0469,6,1,6.67
798,Pune,Premium,36265604,21,1013406.203,48257.43823,171294.625,4,2,9.52
799,Hyderabad,Current,121339016,22,359996.6925,16363.48602,167000.7031,18,3,13.64
800,Chennai,Premium,32115906,13,679437.0508,52264.38852,183665.1094,7,4,30.77
801,Kolkata,Premium,58712368,28,1065688.734,38060.31192,197272.5938,0,3,10.71
802,Delhi,Current,61557696,19,857699.8213,45142.09586,257834.5469,10,1,5.26
803,Chennai,Premium,45427440,21,779548.1498,37121.34047,173046.7344,0,0,0
804,Kolkata,Premium,29864014,19,1531138.766,80586.25085,224273.8125,5,3,15.79
805,Delhi,Current,158928016,16,365825.6978,22864.10611,156993.5469,0,2,12.5
806,Ahmedabad,Current,105146640,19,1785764.457,93987.60302,255100.0625,5,4,21.05
807,Mumbai,Current,46166888,16,595941.5258,37246.34536,142253.9844,6,1,6.25
808,Hyderabad,Current,18818918,19,696073.062,36635.42432,180926.4844,5,5,26.32
809,Delhi,Current,99362176,20,673553.0007,33677.65004,206477.6563,10,1,5
810,Ahmedabad,Current,43150652,18,884161.6107,49120.08948,194862.7188,0,0,0
811,Hyderabad,Premium,55851404,22,560678.1868,25485.37213,91828.04688,9,1,4.55
812,Chennai,Current,125329456,18,781858.2635,43436.57019,159691.0156,0,0,0
813,Ahmedabad,Premium,75292304,19,1110664.929,58456.04889,177950.3594,5,2,10.53
814,Chennai,Current,24515980,31,729259.6205,23524.50389,107733.6484,0,1,3.23
815,Chennai,Current,27881644,18,81398.80087,4522.155604,16263.19043,0,0,0
816,Ahmedabad,Premium,50049852,18,329435.2971,18301.96095,120515.1172,0,1,5.56
817,Delhi,Premium,36288360,28,2030716.507,72525.58955,270572.9688,3,2,7.14
818,Kolkata,Current,115376480,33,905788.5047,27448.13651,272025.3438,6,3,9.09
819,Bangalore,Premium,28323050,20,439458.382,21972.9191,136307.8438,10,3,15
820,Chennai,Current,34697852,13,544938.5217,41918.34783,171939.0938,0,0,0
821,Ahmedabad,Premium,41191100,19,1605697.606,84510.40034,262601.2813,0,3,15.79
822,Ahmedabad,Current,39459120,16,756450.5018,47278.15636,261052.375,18,3,18.75
823,Pune,Premium,43318076,26,637112.6012,24504.33082,90398.35156,11,2,7.69
824,Delhi,Premium,299017536,29,1226052.031,42277.65624,265197.375,0,6,20.69
825,Mumbai,Premium,90274640,22,549970.9965,24998.68166,92044.64063,4,0,0
826,Hyderabad,Current,77819728,18,534378.4359,29687.69088,173229.8906,5,2,11.11
827,Delhi,Current,101447352,21,427984.8005,20380.2286,61558.23828,0,0,0
828,Hyderabad,Current,36465180,25,682871.8376,27314.8735,165062.1563,8,4,16
829,Mumbai,Current,63279800,21,774786.3962,36894.59029,106677.2813,4,1,4.76
830,Pune,Premium,43245776,32,907789.325,28368.4164,173771.125,3,1,3.13
831,Hyderabad,Current,95101208,22,1075523.16,48887.41635,229124.4531,4,1,4.55
832,Kolkata,Current,100576920,17,473314.531,27842.03124,132041.3594,17,3,17.65
833,Mumbai,Current,98276528,16,775094.5496,48443.40935,238109.0625,12,1,6.25
834,Pune,Premium,50425032,22,233580.6189,10617.30086,46630.33984,4,1,4.55
835,Hyderabad,Current,27708170,22,709396.8883,32245.3131,153472.75,0,0,0
836,Ahmedabad,Current,44032660,22,1121622.622,50982.84647,185744.125,13,4,18.18
837,Hyderabad,Premium,63935636,31,1359474.065,43854.00209,231732.9063,0,2,6.45
838,Chennai,Current,361161600,26,1669993.622,64230.52392,268582.6875,3,3,11.54
839,Delhi,Current,160432496,26,998686.4412,38411.01697,275321.2188,0,1,3.85
840,Mumbai,Premium,43357164,25,1472849.826,58913.99304,276256.7813,4,3,12
841,Pune,Current,45787064,21,391580.0779,18646.67038,136651.4531,4,2,9.52
842,Delhi,Current,172385984,19,1101171.872,57956.41434,169567.0469,0,0,0
843,Kolkata,Premium,113017552,20,916892.2358,45844.61179,223428.8438,15,4,20
844,Ahmedabad,Current,211296112,28,1279371.995,45691.85697,249382.8281,3,0,0
845,Kolkata,Current,87874472,22,895077.4387,40685.33812,168229.625,0,1,4.55
846,Delhi,Premium,178847168,30,1147618.387,38253.94625,185189.875,10,2,6.67
847,Hyderabad,Current,29887036,22,1527852.754,69447.85247,181436.5938,4,1,4.55
848,Chennai,Premium,109107960,23,1263182.745,54920.98893,187055.4688,26,3,13.04
849,Delhi,Premium,260745248,22,481894.1934,21904.28152,206036.3438,4,1,4.55
850,Pune,Current,186250288,22,470409.2402,21382.23819,63314.80078,4,0,0
851,Mumbai,Current,64117544,26,1629216.845,62662.18634,260521.2344,7,9,34.62
852,Ahmedabad,Current,127220632,19,772679.3203,40667.33265,127417.5469,0,1,5.26
853,Kolkata,Premium,29564276,22,169857.6827,7720.803758,47947.64063,4,0,0
854,Hyderabad,Current,61802112,25,528964.6098,21158.58439,163414.0313,8,1,4
855,Delhi,Current,447312832,18,660524.1232,36695.78462,208675.0781,0,1,5.56
856,Ahmedabad,Current,26961102,27,862795.6376,31955.39398,157107.5,0,1,3.7
857,Kolkata,Current,323046464,25,1545901.963,61836.07851,260936.5156,4,2,8
858,Mumbai,Current,60659636,17,1270290.649,74722.97934,269997.9688,5,8,47.06
859,Kolkata,Current,95131088,20,1074465.05,53723.2525,222619.7031,5,1,5
860,Kolkata,Current,935301184,22,1124598.469,51118.11222,236525.0156,9,5,22.73
861,Hyderabad,Current,62791712,20,137891.819,6894.590952,33186.98828,5,1,5
862,Kolkata,Current,100516656,33,2469126.267,74822.00809,246230.7813,9,5,15.15
863,Delhi,Current,122599448,21,1101032.012,52430.0958,204888.1563,4,1,4.76
864,Pune,Current,91519264,20,391488.0322,19574.40161,90093.99219,0,0,0
865,Chennai,Current,54580900,16,828187.6181,51761.72613,216993.4531,12,2,12.5
866,Ahmedabad,Premium,63929960,31,1215321.654,39203.92432,187267.5781,3,1,3.23
867,Bangalore,Premium,65273240,20,799472.4426,39973.62213,127346.3203,20,4,20
868,Ahmedabad,Premium,49879040,22,514657.9111,23393.54141,186761.375,13,2,9.09
869,Delhi,Current,25435674,24,867617.4917,36150.72882,136915.2969,0,0,0
870,Pune,Current,66099184,25,695387.1059,27815.48424,181528.1719,8,0,0
871,Pune,Current,405246464,15,464849.8663,30989.99108,107847.4375,0,2,13.33
872,Pune,Current,219546736,32,756165.8461,23630.18269,162658.875,3,1,3.13
873,Chennai,Current,37395364,22,531534.6985,24160.66812,70682.14844,13,2,9.09
874,Ahmedabad,Premium,139864000,23,1534271.64,66707.46261,194400.2656,8,1,4.35
875,Pune,Current,23382340,22,919050.9509,41775.04322,148006.3125,4,2,9.09
876,Ahmedabad,Current,44407136,13,414827.4336,31909.80258,146894.3438,0,3,23.08
877,Chennai,Premium,33954148,21,432180.751,20580.03576,68164.8125,0,3,14.29
878,Hyderabad,Current,77181176,22,389861.2094,17720.96406,119523.0703,13,1,4.55
879,Ahmedabad,Current,39626992,27,579293.9453,21455.33131,105580.2969,3,2,7.41
880,Chennai,Current,237723680,19,1276216.508,67169.28991,244486.4844,5,1,5.26
881,Chennai,Premium,41211120,22,532970.2959,24225.92254,143221.6563,4,0,0
882,Bangalore,Current,50257040,28,414763.8591,14812.99497,59077.85156,3,0,0
883,Chennai,Current,134508560,29,1146318.709,39528.23135,196448.7813,0,3,10.34
884,Kolkata,Current,60304760,30,900655.3741,30021.8458,234895.5469,10,3,10
885,Bangalore,Premium,57730532,24,379142.1354,15797.58897,142263.5156,4,2,8.33
886,Kolkata,Premium,99516344,24,812348.8958,33847.87066,200603.0313,4,4,16.67
887,Pune,Premium,100923888,24,1027313.248,42804.71867,214397.0156,4,3,12.5
888,Kolkata,Current,60230868,19,574756.3065,30250.33192,134496.3438,0,0,0
889,Kolkata,Premium,373677888,20,1580989.122,79049.4561,269657.1875,5,5,25
890,Ahmedabad,Premium,67393344,23,736237.8245,32010.34019,177706.125,4,1,4.35
891,Pune,Premium,392467616,25,1045340.377,41813.61509,224972,0,3,12
892,Kolkata,Current,160436192,26,1228523.235,47250.89367,224548.7969,11,3,11.54
893,Pune,Premium,42629816,22,774328.6247,35196.75567,168812.6875,13,1,4.55
894,Delhi,Current,50946864,26,841314.2056,32358.23868,176904.7031,0,0,0
895,Chennai,Premium,118481768,22,249651.909,11347.81405,61916.16016,9,5,22.73
896,Mumbai,Current,23200592,15,421251.3665,28083.42443,173252.9063,0,2,13.33
897,Kolkata,Premium,100023264,20,482768.6567,24138.43283,93675.11719,0,1,5
898,Chennai,Current,148689760,22,1283214.469,58327.93042,246746.6563,9,1,4.55
899,Delhi,Premium,59510692,15,917172.8729,61144.85819,271254.9063,0,1,6.67
900,Ahmedabad,Premium,105904192,23,519008.4999,22565.58695,173970.3125,8,4,17.39
901,Pune,Premium,23939528,22,905788.9037,41172.22289,201188.4844,9,3,13.64
902,Bangalore,Current,204565328,25,375112.1634,15004.48654,113050.3828,8,1,4
903,Mumbai,Current,223314592,23,1465291.76,63708.33738,203506.5156,4,3,13.04
904,Bangalore,Current,75655456,31,1949533.317,62888.17152,220563.625,9,5,16.13
905,Bangalore,Current,27576878,29,1225004.759,42241.5434,218998.0156,3,2,6.9
906,Mumbai,Current,55159984,20,296462.3709,14823.11855,63308.10156,5,1,5
907,Ahmedabad,Premium,275463520,19,281790.5635,14831.08229,159103.2344,10,0,0
908,Delhi,Current,47017756,23,748034.5527,32523.24142,259779.25,0,0,0
909,Hyderabad,Current,60415744,29,882094.7798,30417.06137,224562.9844,6,3,10.34
910,Pune,Current,79358904,23,884882.725,38473.16196,133733.4531,0,6,26.09
911,Ahmedabad,Current,21317398,23,837088.2342,36395.14062,218667.8438,4,4,17.39
912,Hyderabad,Premium,299865184,26,1320389.968,50784.22955,198703.1875,0,11,42.31
913,Chennai,Current,294774848,19,386088.8377,20320.46514,104491.6328,0,1,5.26
914,Bangalore,Current,33437974,31,2153347.196,69462.81278,274912.2188,3,4,12.9
915,Mumbai,Current,218856048,18,763822.7271,42434.59595,202690.0938,0,1,5.56
916,Ahmedabad,Premium,69604776,20,1103410.153,55170.50763,140712.6563,0,6,30
917,Pune,Premium,26812920,17,859959.092,50585.82894,172329.4688,0,1,5.88
918,Delhi,Current,60845828,23,1145426.938,49801.17122,200098.2344,8,1,4.35
919,Hyderabad,Premium,321893152,23,355004.6222,15434.98358,124296.5625,0,2,8.7
920,Ahmedabad,Premium,23446812,24,1367612.333,56983.84721,267885.5313,8,4,16.67
921,Delhi,Current,79646352,23,1068567.505,46459.45673,136865.6719,17,6,26.09
922,Hyderabad,Current,34521128,16,1015113.958,63444.62241,264553.9063,0,1,6.25
923,Pune,Premium,55585744,19,643142.2111,33849.59006,211557.9844,10,5,26.32
924,Mumbai,Premium,74040888,19,652871.074,34361.63548,111855.3984,5,2,10.53
925,Pune,Premium,68014216,19,604562.0561,31819.05558,261951.375,0,1,5.26
926,Mumbai,Current,28645248,23,1043421.37,45366.14653,141837.3125,4,1,4.35
927,Pune,Current,25456212,17,383896.123,22582.12488,163966.8125,5,1,5.88
928,Ahmedabad,Premium,42099636,18,811895.9666,45105.33148,130758.5469,5,6,33.33
929,Ahmedabad,Current,515842112,27,803257.3853,29750.27353,148345.1875,7,2,7.41
930,Kolkata,Current,36046876,14,282963.34,20211.66714,88072.92188,0,0,0
931,Hyderabad,Premium,28784788,13,154583.589,11891.04531,54927.41016,0,1,7.69
932,Pune,Premium,77891936,19,901793.1145,47462.7955,262536.5625,5,2,10.53
933,Ahmedabad,Current,32612848,23,836331.6255,36362.24459,249597.7813,0,2,8.7
934,Mumbai,Current,8530868,34,862890.3777,25379.12876,134041.375,0,0,0
935,Kolkata,Current,71854232,24,734420.7767,30600.86569,221113.8281,8,3,12.5
936,Kolkata,Current,593053568,23,768153.7778,33397.99034,245989.5313,4,0,0
937,Mumbai,Current,40571536,16,470531.9148,29408.24468,143647.8125,12,1,6.25
938,Chennai,Current,27872236,27,516659.6841,19135.54385,95829.78125,0,1,3.7
939,Ahmedabad,Premium,29328004,16,734232.2947,45889.51842,201642.625,0,0,0
940,Chennai,Premium,50078128,18,546696.5215,30372.02897,177251.5625,5,3,16.67
941,Chennai,Premium,283286848,29,1550786.488,53475.39613,238045.0938,0,3,10.34
942,Hyderabad,Premium,95177592,19,433966.4253,22840.33817,66701.89063,0,3,15.79
943,Bangalore,Current,30403650,23,487168.7586,21181.25038,62017.07813,13,5,21.74
944,Kolkata,Current,76111088,26,294574.9003,11329.80386,48392.21875,0,0,0
945,Mumbai,Premium,139706944,17,227291.2269,13370.07217,53271.98828,0,1,5.88
946,Mumbai,Current,43524644,19,590192.3656,31062.75608,101028.2969,5,2,10.53
947,Kolkata,Current,501594752,20,1155935.739,57796.78696,256875.7813,5,1,5
948,Ahmedabad,Premium,110492752,20,341752.4502,17087.62251,64892.01953,0,1,5
949,Ahmedabad,Current,173689200,21,1077653.988,51316.85659,161165.6875,0,0,0
950,Kolkata,Current,47918848,19,358264.2933,18856.01544,100731.2188,0,1,5.26
951,Chennai,Premium,75636640,28,1769769.895,63206.06767,266282,3,18,64.29
952,Delhi,Current,52421888,16,433396.8987,27087.30617,112843.8906,6,3,18.75
953,Chennai,Premium,62870308,22,576480.8234,26203.67379,196013.75,4,0,0
954,Chennai,Premium,47575440,21,492415.0349,23448.335,97243.10156,0,1,4.76
955,Ahmedabad,Premium,66924656,28,2719117.454,97111.33765,275340.875,7,5,17.86
956,Delhi,Current,66004816,22,662119.5217,30096.3419,143537.0625,0,2,9.09
957,Delhi,Premium,134762160,16,259261.2294,16203.82684,77492.42969,12,1,6.25
958,Hyderabad,Current,38402156,24,1227506.592,51146.10798,149891.2031,0,1,4.17
959,Delhi,Current,73362392,25,329934.1503,13197.36601,73842.82813,12,1,4
960,Kolkata,Current,61729748,18,796295.1752,44238.62084,121785.5234,0,1,5.56
961,Bangalore,Current,72211360,27,386539.8906,14316.29224,61963.17188,3,2,7.41
962,Kolkata,Current,49594180,18,1091820.715,60656.70638,232661.2969,5,5,27.78
963,Chennai,Current,256050672,24,1266495.89,52770.66207,257503.7969,8,3,12.5
964,Bangalore,Current,40808008,22,694205.3668,31554.7894,143190.4219,4,1,4.55
965,Mumbai,Current,65624928,22,867985.1624,39453.87102,272584.2813,0,3,13.64
966,Ahmedabad,Current,15220172,14,486029.6066,34716.40047,241773.5156,0,2,14.29
967,Pune,Current,115425808,20,667519.8408,33375.99204,121383.3672,0,0,0
968,Pune,Premium,38114084,28,1200102.588,42860.80673,131900.5469,10,1,3.57
969,Hyderabad,Current,34160320,21,1071023.38,51001.11334,245959.0469,0,3,14.29
970,Bangalore,Current,29295626,26,1693351.502,65128.90391,276019.8438,7,3,11.54
971,Pune,Current,48626460,32,1244440.694,38888.77168,192656.9844,9,7,21.88
972,Bangalore,Current,82354000,24,974714.8172,40613.11738,191537.7969,12,3,12.5
973,Chennai,Current,34699996,15,172459.9273,11497.32849,54261.07813,6,2,13.33
974,Hyderabad,Current,60130800,25,514294.6209,20571.78484,166150.5625,4,1,4
975,Ahmedabad,Current,52407024,23,414095.1928,18004.13882,66128.5625,4,3,13.04
976,Delhi,Current,419799456,22,889556.8347,40434.40158,216367.4375,4,3,13.64
977,Bangalore,Premium,27346820,23,773044.3094,33610.62215,134854.7969,13,4,17.39
978,Chennai,Premium,245574640,22,1471815.847,66900.72033,270745.1563,13,2,9.09
979,Mumbai,Current,68144328,27,1881557.503,69687.31493,261058.4063,3,2,7.41
980,Mumbai,Current,59564388,26,958104.0534,36850.1559,178610.2656,7,1,3.85
