customer_id,risk_score,risk_segment
923,27.25,Medium Risk
923,40.5,Medium Risk
923,74.5,High Risk
923,47.0,Medium Risk
923,51.75,High Risk
923,48.0,Medium Risk
923,77.0,Critical Risk
924,31.75,Medium Risk
924,26.75,Medium Risk
924,22.25,Low Risk
924,52.5,High Risk
924,64.75,High Risk
924,40.5,Medium Risk
924,39.25,Medium Risk
924,19.25,Low Risk
924,20.0,Low Risk
924,51.75,High Risk
924,27.5,Medium Risk
924,40.0,Medium Risk
924,49.5,Medium Risk
924,44.5,Medium Risk
925,32.5,Medium Risk
925,19.25,Low Risk
925,27.5,Medium Risk
925,28.0,Medium Risk
925,20.0,Low Risk
925,74.0,High Risk
925,31.75,Medium Risk
925,39.25,Medium Risk
925,29.0,Medium Risk
925,41.5,Medium Risk
925,48.0,Medium Risk
925,21.25,Low Risk
925,34.25,Medium Risk
926,31.75,Medium Risk
926,19.25,Low Risk
926,45.5,Medium Risk
926,40.0,Medium Risk
926,46.75,Medium Risk
926,49.0,Medium Risk
926,22.25,Low Risk
926,29.0,Medium Risk
926,27.5,Medium Risk
926,61.5,High Risk
926,51.75,High Risk
926,20.0,Low Risk
926,34.25,Medium Risk
926,39.25,Medium Risk
926,27.25,Medium Risk
926,48.0,Medium Risk
926,69.0,High Risk
927,19.25,Low Risk
927,37.25,Medium Risk
927,20.0,Low Risk
927,23.0,Low Risk
927,34.25,Medium Risk
927,25.0,Low Risk
927,49.5,Medium Risk
927,35.0,Medium Risk
927,42.25,Medium Risk
927,74.0,High Risk
927,27.25,Medium Risk
927,40.0,Medium Risk
928,20.0,Low Risk
928,39.25,Medium Risk
928,52.5,High Risk
928,19.25,Low Risk
928,40.0,Medium Risk
928,47.5,Medium Risk
928,34.25,Medium Risk
928,42.25,Medium Risk
928,43.0,Medium Risk
928,49.0,Medium Risk
928,55.5,High Risk
928,56.5,High Risk
928,64.0,High Risk
928,47.0,Medium Risk
929,20.0,Low Risk
929,39.25,Medium Risk
929,47.5,Medium Risk
929,37.25,Medium Risk
929,42.25,Medium Risk
929,69.0,High Risk
929,19.25,Low Risk
929,35.0,Medium Risk
929,72.0,High Risk
929,29.0,Medium Risk
929,67.0,High Risk
929,40.0,Medium Risk
929,44.0,Medium Risk
929,49.0,Medium Risk
929,51.5,High Risk
929,46.75,Medium Risk
929,22.25,Low Risk
929,66.0,High Risk
929,34.25,Medium Risk
930,31.75,Medium Risk
930,42.25,Medium Risk
930,34.75,Medium Risk
930,32.0,Medium Risk
930,39.25,Medium Risk
930,35.5,Medium Risk
930,20.0,Low Risk
930,34.25,Medium Risk
930,19.25,Low Risk
930,64.0,High Risk
931,26.75,Medium Risk
931,35.0,Medium Risk
931,40.0,Medium Risk
931,20.0,Low Risk
931,43.0,Medium Risk
931,19.25,Low Risk
931,27.25,Medium Risk
931,29.0,Medium Risk
932,19.25,Low Risk
932,64.0,High Risk
932,40.0,Medium Risk
932,34.75,Medium Risk
932,29.0,Medium Risk
932,22.0,Low Risk
932,74.0,High Risk
932,20.0,Low Risk
932,54.5,High Risk
932,27.5,Medium Risk
932,21.25,Low Risk
932,67.5,High Risk
933,34.25,Medium Risk
933,31.75,Medium Risk
933,19.25,Low Risk
933,29.0,Medium Risk
933,40.0,Medium Risk
933,20.0,Low Risk
933,26.75,Medium Risk
933,48.75,Medium Risk
933,74.0,High Risk
933,47.5,Medium Risk
933,27.5,Medium Risk
933,35.0,Medium Risk
933,27.25,Medium Risk
933,22.25,Low Risk
934,22.25,Low Risk
934,26.75,Medium Risk
934,29.0,Medium Risk
934,40.0,Medium Risk
934,47.25,Medium Risk
934,48.0,Medium Risk
934,39.25,Medium Risk
934,19.25,Low Risk
934,36.5,Medium Risk
934,32.5,Medium Risk
934,60.5,High Risk
934,40.5,Medium Risk
934,34.75,Medium Risk
934,54.75,High Risk
934,31.75,Medium Risk
934,20.0,Low Risk
934,23.0,Low Risk
934,28.0,Medium Risk
934,29.75,Medium Risk
934,51.75,High Risk
935,37.25,Medium Risk
935,19.25,Low Risk
935,30.5,Medium Risk
935,20.0,Low Risk
935,69.0,High Risk
935,34.25,Medium Risk
935,39.25,Medium Risk
935,74.0,High Risk
935,23.0,Low Risk
935,40.0,Medium Risk
935,49.0,Medium Risk
935,84.5,Critical Risk
935,26.75,Medium Risk
936,27.25,Medium Risk
936,19.25,Low Risk
936,37.25,Medium Risk
936,47.5,Medium Risk
936,42.25,Medium Risk
936,22.25,Low Risk
936,30.5,Medium Risk
936,46.75,Medium Risk
936,23.0,Low Risk
936,27.5,Medium Risk
936,36.5,Medium Risk
936,39.75,Medium Risk
936,26.75,Medium Risk
936,61.5,High Risk
936,32.5,Medium Risk
936,74.0,High Risk
936,39.25,Medium Risk
937,27.5,Medium Risk
937,20.0,Low Risk
937,79.5,Critical Risk
937,27.25,Medium Risk
937,41.5,Medium Risk
937,32.5,Medium Risk
937,62.0,High Risk
937,40.0,Medium Risk
937,26.75,Medium Risk
937,39.25,Medium Risk
937,19.25,Low Risk
937,31.75,Medium Risk
937,40.5,Medium Risk
938,47.5,Medium Risk
938,29.0,Medium Risk
938,34.25,Medium Risk
938,48.0,Medium Risk
938,27.25,Medium Risk
938,42.0,Medium Risk
938,44.0,Medium Risk
938,22.25,Low Risk
938,19.25,Low Risk
938,20.0,Low Risk
938,42.25,Medium Risk
938,28.0,Medium Risk
938,54.75,High Risk
938,46.75,Medium Risk
938,26.75,Medium Risk
938,30.5,Medium Risk
938,49.0,Medium Risk
939,19.25,Low Risk
939,43.0,Medium Risk
939,27.25,Medium Risk
939,60.5,High Risk
939,66.5,High Risk
939,29.0,Medium Risk
939,48.75,Medium Risk
939,32.0,Medium Risk
939,42.25,Medium Risk
939,29.75,Medium Risk
939,56.75,High Risk
939,23.0,Low Risk
940,26.75,Medium Risk
940,39.25,Medium Risk
940,23.0,Low Risk
940,40.0,Medium Risk
940,41.5,Medium Risk
940,45.25,Medium Risk
940,28.0,Medium Risk
940,31.75,Medium Risk
940,19.25,Low Risk
940,20.0,Low Risk
940,74.0,High Risk
940,39.75,Medium Risk
940,34.75,Medium Risk
941,19.25,Low Risk
941,44.0,Medium Risk
941,27.25,Medium Risk
941,46.75,Medium Risk
941,51.75,High Risk
941,32.5,Medium Risk
941,27.5,Medium Risk
941,20.0,Low Risk
941,74.0,High Risk
941,31.75,Medium Risk
941,23.0,Low Risk
941,36.5,Medium Risk
941,47.5,Medium Risk
941,57.5,High Risk
941,34.75,Medium Risk
941,42.25,Medium Risk
942,50.5,High Risk
942,26.75,Medium Risk
942,32.5,Medium Risk
942,39.25,Medium Risk
942,22.25,Low Risk
942,19.25,Low Risk
942,35.0,Medium Risk
942,28.0,Medium Risk
942,40.0,Medium Risk
942,47.5,Medium Risk
942,27.25,Medium Risk
942,20.0,Low Risk
943,48.0,Medium Risk
943,39.25,Medium Risk
943,20.0,Low Risk
943,37.25,Medium Risk
943,19.25,Low Risk
943,50.5,High Risk
943,31.75,Medium Risk
943,22.25,Low Risk
943,27.5,Medium Risk
943,57.25,High Risk
943,49.5,Medium Risk
943,27.25,Medium Risk
943,32.5,Medium Risk
943,62.0,High Risk
944,43.0,Medium Risk
944,39.25,Medium Risk
944,20.0,Low Risk
944,40.0,Medium Risk
944,35.0,Medium Risk
944,19.25,Low Risk
944,47.25,Medium Risk
944,32.5,Medium Risk
944,37.0,Medium Risk
944,27.25,Medium Risk
944,36.25,Medium Risk
944,44.0,Medium Risk
944,27.5,Medium Risk
944,22.25,Low Risk
945,20.0,Low Risk
945,19.25,Low Risk
945,29.0,Medium Risk
945,46.75,Medium Risk
945,34.25,Medium Risk
945,57.0,High Risk
946,56.5,High Risk
946,22.0,Low Risk
946,27.5,Medium Risk
946,20.0,Low Risk
946,52.5,High Risk
946,39.25,Medium Risk
946,37.25,Medium Risk
946,47.25,Medium Risk
946,19.25,Low Risk
946,47.5,Medium Risk
946,40.0,Medium Risk
946,39.75,Medium Risk
947,34.25,Medium Risk
947,92.5,Critical Risk
947,32.5,Medium Risk
947,19.25,Low Risk
947,47.5,Medium Risk
947,27.5,Medium Risk
947,40.0,Medium Risk
947,74.0,High Risk
947,20.0,Low Risk
947,77.0,Critical Risk
947,49.0,Medium Risk
947,59.5,High Risk
947,82.0,Critical Risk
947,56.5,High Risk
947,26.75,Medium Risk
948,27.25,Medium Risk
948,27.5,Medium Risk
948,19.25,Low Risk
948,41.5,Medium Risk
948,23.0,Low Risk
948,32.5,Medium Risk
948,44.5,Medium Risk
948,29.0,Medium Risk
948,26.75,Medium Risk
948,64.0,High Risk
948,64.5,High Risk
948,42.25,Medium Risk
948,20.0,Low Risk
948,30.5,Medium Risk
949,47.5,Medium Risk
949,65.5,High Risk
949,46.75,Medium Risk
949,35.0,Medium Risk
949,59.75,High Risk
949,28.0,Medium Risk
949,27.25,Medium Risk
949,57.5,High Risk
949,29.5,Medium Risk
949,19.25,Low Risk
949,29.0,Medium Risk
949,22.25,Low Risk
949,56.75,High Risk
949,66.5,High Risk
950,27.5,Medium Risk
950,39.75,Medium Risk
950,19.25,Low Risk
950,42.25,Medium Risk
950,20.0,Low Risk
950,26.75,Medium Risk
950,31.75,Medium Risk
950,48.0,Medium Risk
950,54.5,High Risk
950,23.0,Low Risk
950,47.5,Medium Risk
951,64.0,High Risk
951,26.75,Medium Risk
951,52.5,High Risk
951,20.0,Low Risk
951,49.0,Medium Risk
951,34.25,Medium Risk
951,59.75,High Risk
951,82.0,Critical Risk
951,27.25,Medium Risk
951,40.25,Medium Risk
951,47.5,Medium Risk
951,57.5,High Risk
951,31.75,Medium Risk
951,40.0,Medium Risk
951,19.25,Low Risk
951,39.25,Medium Risk
951,36.25,Medium Risk
951,39.75,Medium Risk
951,74.0,High Risk
951,51.75,High Risk
952,38.0,Medium Risk
952,19.25,Low Risk
952,20.0,Low Risk
952,32.5,Medium Risk
952,40.0,Medium Risk
952,29.0,Medium Risk
952,47.5,Medium Risk
952,51.75,High Risk
952,47.25,Medium Risk
952,26.75,Medium Risk
952,56.5,High Risk
952,35.0,Medium Risk
953,19.25,Low Risk
953,32.5,Medium Risk
953,39.25,Medium Risk
953,74.0,High Risk
953,20.0,Low Risk
953,38.0,Medium Risk
953,61.5,High Risk
953,31.75,Medium Risk
953,23.0,Low Risk
953,35.5,Medium Risk
954,27.5,Medium Risk
954,19.25,Low Risk
954,31.75,Medium Risk
954,20.0,Low Risk
954,56.5,High Risk
954,39.25,Medium Risk
954,29.0,Medium Risk
954,40.5,Medium Risk
954,47.5,Medium Risk
954,39.75,Medium Risk
955,64.0,High Risk
955,72.0,High Risk
955,39.25,Medium Risk
955,47.5,Medium Risk
955,43.0,Medium Risk
955,56.75,High Risk
955,26.75,Medium Risk
955,51.75,High Risk
955,57.5,High Risk
955,58.0,High Risk
955,31.75,Medium Risk
955,27.5,Medium Risk
955,66.5,High Risk
955,69.0,High Risk
955,56.5,High Risk
955,40.0,Medium Risk
955,32.5,Medium Risk
955,77.0,Critical Risk
955,41.5,Medium Risk
955,100.0,Critical Risk
956,54.75,High Risk
956,32.5,Medium Risk
956,39.25,Medium Risk
956,29.75,Medium Risk
956,40.0,Medium Risk
956,19.25,Low Risk
956,26.75,Medium Risk
956,51.75,High Risk
956,27.5,Medium Risk
956,44.0,Medium Risk
956,52.5,High Risk
956,35.0,Medium Risk
956,29.0,Medium Risk
956,34.25,Medium Risk
956,20.0,Low Risk
957,46.0,Medium Risk
957,40.0,Medium Risk
957,48.0,Medium Risk
957,37.25,Medium Risk
957,28.0,Medium Risk
957,19.25,Low Risk
957,46.75,Medium Risk
957,20.0,Low Risk
957,22.0,Low Risk
957,27.5,Medium Risk
957,31.75,Medium Risk
957,32.0,Medium Risk
957,27.25,Medium Risk
957,44.0,Medium Risk
958,69.0,High Risk
958,26.75,Medium Risk
958,20.0,Low Risk
958,49.0,Medium Risk
958,52.5,High Risk
958,36.5,Medium Risk
958,47.5,Medium Risk
958,31.75,Medium Risk
958,19.25,Low Risk
958,40.0,Medium Risk
958,60.5,High Risk
958,39.25,Medium Risk
958,49.75,Medium Risk
958,21.25,Low Risk
958,42.25,Medium Risk
958,48.0,Medium Risk
959,19.25,Low Risk
959,20.0,Low Risk
959,22.25,Low Risk
959,49.75,Medium Risk
959,38.0,Medium Risk
959,23.0,Low Risk
959,27.25,Medium Risk
959,34.75,Medium Risk
959,47.5,Medium Risk
959,45.25,Medium Risk
959,40.5,Medium Risk
959,27.5,Medium Risk
959,28.0,Medium Risk
960,49.0,Medium Risk
960,26.75,Medium Risk
960,36.25,Medium Risk
960,57.0,High Risk
960,19.25,Low Risk
960,46.75,Medium Risk
960,27.5,Medium Risk
960,51.75,High Risk
960,31.75,Medium Risk
960,39.25,Medium Risk
960,34.75,Medium Risk
960,41.5,Medium Risk
960,27.25,Medium Risk
961,34.25,Medium Risk
961,19.25,Low Risk
961,20.0,Low Risk
961,23.0,Low Risk
961,27.25,Medium Risk
961,40.0,Medium Risk
961,39.25,Medium Risk
961,34.75,Medium Risk
961,29.0,Medium Risk
961,37.25,Medium Risk
961,31.75,Medium Risk
961,27.5,Medium Risk
961,36.5,Medium Risk
961,56.5,High Risk
962,74.0,High Risk
962,20.0,Low Risk
962,29.0,Medium Risk
962,27.5,Medium Risk
962,39.25,Medium Risk
962,44.0,Medium Risk
962,37.0,Medium Risk
962,19.25,Low Risk
962,27.25,Medium Risk
962,56.5,High Risk
962,69.0,High Risk
962,75.5,Critical Risk
962,64.0,High Risk
963,23.0,Low Risk
963,19.25,Low Risk
963,20.0,Low Risk
963,49.75,Medium Risk
963,35.0,Medium Risk
963,27.5,Medium Risk
963,74.0,High Risk
963,22.25,Low Risk
963,31.75,Medium Risk
963,47.0,Medium Risk
963,56.5,High Risk
963,66.5,High Risk
964,39.25,Medium Risk
964,52.0,High Risk
964,19.25,Low Risk
964,37.25,Medium Risk
964,20.0,Low Risk
964,52.5,High Risk
964,34.25,Medium Risk
964,35.5,Medium Risk
964,31.75,Medium Risk
964,27.5,Medium Risk
964,56.5,High Risk
964,49.0,Medium Risk
965,42.25,Medium Risk
965,74.0,High Risk
965,27.25,Medium Risk
965,37.25,Medium Risk
965,19.25,Low Risk
965,20.0,Low Risk
965,35.0,Medium Risk
965,29.0,Medium Risk
965,44.0,Medium Risk
965,56.5,High Risk
965,37.0,Medium Risk
965,64.0,High Risk
965,39.25,Medium Risk
966,77.0,Critical Risk
966,19.25,Low Risk
966,34.25,Medium Risk
966,20.0,Low Risk
966,51.5,High Risk
966,56.5,High Risk
966,23.0,Low Risk
966,74.0,High Risk
966,27.5,Medium Risk
966,35.0,Medium Risk
966,37.25,Medium Risk
967,52.5,High Risk
967,47.5,Medium Risk
967,21.25,Low Risk
967,20.0,Low Risk
967,23.0,Low Risk
967,36.5,Medium Risk
967,51.75,High Risk
967,19.25,Low Risk
967,35.0,Medium Risk
967,22.0,Low Risk
967,51.5,High Risk
967,31.75,Medium Risk
967,37.25,Medium Risk
968,40.0,Medium Risk
968,23.0,Low Risk
968,46.75,Medium Risk
968,43.0,Medium Risk
968,41.5,Medium Risk
968,42.25,Medium Risk
968,27.5,Medium Risk
968,31.75,Medium Risk
968,32.5,Medium Risk
968,49.0,Medium Risk
968,54.75,High Risk
968,49.75,Medium Risk
968,56.5,High Risk
968,34.5,Medium Risk
968,52.5,High Risk
968,29.0,Medium Risk
968,26.75,Medium Risk
968,77.75,Critical Risk
968,52.25,High Risk
969,19.25,Low Risk
969,48.0,Medium Risk
969,64.5,High Risk
969,39.5,Medium Risk
969,47.5,Medium Risk
969,74.0,High Risk
969,34.25,Medium Risk
969,43.0,Medium Risk
969,44.0,Medium Risk
969,35.0,Medium Risk
969,56.75,High Risk
969,23.0,Low Risk
969,40.0,Medium Risk
969,20.0,Low Risk
970,57.25,High Risk
970,26.75,Medium Risk
970,77.0,Critical Risk
970,40.0,Medium Risk
970,52.5,High Risk
970,28.0,Medium Risk
970,49.0,Medium Risk
970,69.0,High Risk
970,51.75,High Risk
970,31.75,Medium Risk
970,35.0,Medium Risk
970,27.5,Medium Risk
970,56.5,High Risk
970,29.0,Medium Risk
970,19.25,Low Risk
970,38.0,Medium Risk
970,32.5,Medium Risk
970,64.0,High Risk
970,74.0,High Risk
970,20.0,Low Risk
970,34.25,Medium Risk
971,35.0,Medium Risk
971,66.5,High Risk
971,27.5,Medium Risk
971,37.0,Medium Risk
971,77.0,Critical Risk
971,58.0,High Risk
971,57.5,High Risk
971,29.0,Medium Risk
971,41.5,Medium Risk
971,22.25,Low Risk
971,44.75,Medium Risk
971,52.5,High Risk
971,20.0,Low Risk
971,64.0,High Risk
971,37.25,Medium Risk
971,31.75,Medium Risk
971,19.25,Low Risk
971,39.25,Medium Risk
971,46.75,Medium Risk
971,34.75,Medium Risk
971,23.0,Low Risk
972,39.75,Medium Risk
972,49.0,Medium Risk
972,37.25,Medium Risk
972,19.25,Low Risk
972,64.0,High Risk
972,57.5,High Risk
972,32.0,Medium Risk
972,32.5,Medium Risk
972,23.0,Low Risk
972,20.0,Low Risk
972,69.75,High Risk
972,46.75,Medium Risk
972,31.75,Medium Risk
972,27.25,Medium Risk
972,26.75,Medium Risk
972,40.25,Medium Risk
972,40.0,Medium Risk
973,29.0,Medium Risk
973,49.0,Medium Risk
973,19.25,Low Risk
973,58.5,High Risk
973,28.0,Medium Risk
973,52.0,High Risk
973,39.25,Medium Risk
973,22.0,Low Risk
973,22.25,Low Risk
973,35.0,Medium Risk
973,23.0,Low Risk
974,19.25,Low Risk
974,27.25,Medium Risk
974,32.5,Medium Risk
974,31.75,Medium Risk
974,26.75,Medium Risk
974,20.0,Low Risk
974,37.25,Medium Risk
974,57.5,High Risk
974,36.5,Medium Risk
974,27.5,Medium Risk
974,39.25,Medium Risk
974,35.0,Medium Risk
974,49.0,Medium Risk
974,49.5,Medium Risk
975,31.75,Medium Risk
975,26.75,Medium Risk
975,36.5,Medium Risk
975,49.0,Medium Risk
975,39.25,Medium Risk
975,25.0,Low Risk
975,19.25,Low Risk
975,27.5,Medium Risk
975,32.0,Medium Risk
975,29.0,Medium Risk
975,20.0,Low Risk
975,23.0,Low Risk
975,40.0,Medium Risk
975,47.0,Medium Risk
975,48.0,Medium Risk
975,39.5,Medium Risk
976,19.25,Low Risk
976,42.0,Medium Risk
976,56.5,High Risk
976,46.75,Medium Risk
976,39.25,Medium Risk
976,49.75,Medium Risk
976,20.0,Low Risk
976,55.5,High Risk
976,74.0,High Risk
976,77.0,Critical Risk
976,38.0,Medium Risk
976,35.0,Medium Risk
976,52.0,High Risk
976,26.75,Medium Risk
976,31.75,Medium Risk
977,23.0,Low Risk
977,51.75,High Risk
977,39.75,Medium Risk
977,58.5,High Risk
977,54.75,High Risk
977,57.25,High Risk
977,19.25,Low Risk
977,29.0,Medium Risk
977,37.25,Medium Risk
977,47.5,Medium Risk
977,42.25,Medium Risk
977,32.5,Medium Risk
977,31.75,Medium Risk
977,77.0,Critical Risk
977,20.0,Low Risk
977,38.0,Medium Risk
977,28.0,Medium Risk
978,19.25,Low Risk
978,20.0,Low Risk
978,82.0,Critical Risk
978,47.5,Medium Risk
978,47.0,Medium Risk
978,64.0,High Risk
978,54.75,High Risk
978,77.0,Critical Risk
978,74.0,High Risk
978,67.0,High Risk
978,37.25,Medium Risk
978,22.25,Low Risk
978,34.25,Medium Risk
978,35.0,Medium Risk
978,23.0,Low Risk
978,35.5,Medium Risk
979,20.0,Low Risk
979,26.75,Medium Risk
979,28.0,Medium Risk
979,74.0,High Risk
979,51.5,High Risk
979,40.0,Medium Risk
979,64.0,High Risk
979,72.0,High Risk
979,35.0,Medium Risk
979,37.25,Medium Risk
979,77.0,Critical Risk
979,19.25,Low Risk
979,32.5,Medium Risk
979,31.75,Medium Risk
979,27.5,Medium Risk
980,19.25,Low Risk
980,69.5,High Risk
980,52.5,High Risk
980,27.25,Medium Risk
980,20.0,Low Risk
980,23.0,Low Risk
980,26.75,Medium Risk
980,64.75,High Risk
980,57.5,High Risk
980,28.0,Medium Risk
980,69.0,High Risk
980,27.5,Medium Risk
980,57.0,High Risk
980,77.0,Critical Risk
980,32.5,Medium Risk
980,34.75,Medium Risk
980,22.25,Low Risk
980,66.0,High Risk
981,19.25,Low Risk
981,20.0,Low Risk
981,35.0,Medium Risk
981,29.0,Medium Risk
981,43.0,Medium Risk
981,42.25,Medium Risk
981,48.0,Medium Risk
981,40.0,Medium Risk
982,31.75,Medium Risk
982,39.25,Medium Risk
982,40.0,Medium Risk
982,39.75,Medium Risk
982,19.25,Low Risk
982,23.0,Low Risk
982,34.25,Medium Risk
982,46.75,Medium Risk
982,26.75,Medium Risk
982,35.0,Medium Risk
982,20.0,Low Risk
983,20.0,Low Risk
983,39.25,Medium Risk
983,32.5,Medium Risk
983,19.25,Low Risk
983,28.0,Medium Risk
983,21.25,Low Risk
983,27.25,Medium Risk
983,27.5,Medium Risk
983,54.75,High Risk
983,52.5,High Risk
983,34.75,Medium Risk
983,48.0,Medium Risk
983,69.5,High Risk
983,41.5,Medium Risk
983,52.25,High Risk
983,57.5,High Risk
984,22.25,Low Risk
984,47.5,Medium Risk
984,20.0,Low Risk
984,19.25,Low Risk
984,32.5,Medium Risk
984,51.75,High Risk
984,27.5,Medium Risk
984,66.5,High Risk
984,29.0,Medium Risk
984,48.0,Medium Risk
984,51.5,High Risk
984,42.25,Medium Risk
984,40.0,Medium Risk
984,41.5,Medium Risk
985,19.25,Low Risk
985,40.0,Medium Risk
985,42.25,Medium Risk
985,27.25,Medium Risk
985,51.5,High Risk
985,47.5,Medium Risk
985,39.25,Medium Risk
985,72.0,High Risk
985,59.75,High Risk
985,22.25,Low Risk
985,29.0,Medium Risk
986,38.0,Medium Risk
986,20.0,Low Risk
986,28.0,Medium Risk
986,19.25,Low Risk
986,27.25,Medium Risk
986,21.25,Low Risk
986,74.0,High Risk
986,67.0,High Risk
986,34.75,Medium Risk
986,35.5,Medium Risk
986,44.0,Medium Risk
986,35.0,Medium Risk
986,51.75,High Risk
987,56.5,High Risk
987,42.25,Medium Risk
987,20.0,Low Risk
987,19.25,Low Risk
987,22.25,Low Risk
987,29.0,Medium Risk
987,34.25,Medium Risk
987,27.5,Medium Risk
987,72.0,High Risk
988,32.5,Medium Risk
988,40.5,Medium Risk
988,43.0,Medium Risk
988,82.0,Critical Risk
988,44.75,Medium Risk
988,39.75,Medium Risk
988,31.75,Medium Risk
988,69.5,High Risk
988,19.25,Low Risk
988,39.25,Medium Risk
988,35.0,Medium Risk
988,64.0,High Risk
988,41.5,Medium Risk
989,29.0,Medium Risk
989,51.75,High Risk
989,46.75,Medium Risk
989,49.5,Medium Risk
989,21.25,Low Risk
989,39.25,Medium Risk
989,20.0,Low Risk
989,37.0,Medium Risk
989,60.5,High Risk
989,34.25,Medium Risk
989,64.0,High Risk
989,19.25,Low Risk
989,22.25,Low Risk
989,27.5,Medium Risk
989,74.0,High Risk
989,26.75,Medium Risk
990,51.75,High Risk
990,19.25,Low Risk
990,32.5,Medium Risk
990,34.25,Medium Risk
990,64.0,High Risk
990,29.75,Medium Risk
990,52.25,High Risk
990,39.25,Medium Risk
990,27.5,Medium Risk
990,52.5,High Risk
990,78.5,Critical Risk
990,37.25,Medium Risk
990,38.0,Medium Risk
990,46.75,Medium Risk
990,27.25,Medium Risk
990,29.0,Medium Risk
990,59.75,High Risk
990,20.0,Low Risk
990,36.5,Medium Risk
991,19.25,Low Risk
991,31.75,Medium Risk
991,56.5,High Risk
991,20.0,Low Risk
991,69.0,High Risk
991,23.0,Low Risk
991,28.0,Medium Risk
991,52.5,High Risk
991,72.0,High Risk
991,27.25,Medium Risk
991,29.0,Medium Risk
991,22.25,Low Risk
991,87.0,Critical Risk
991,36.5,Medium Risk
991,47.25,Medium Risk
992,34.25,Medium Risk
992,64.0,High Risk
992,20.0,Low Risk
992,42.25,Medium Risk
992,57.5,High Risk
992,74.0,High Risk
992,29.75,Medium Risk
992,40.0,Medium Risk
992,23.0,Low Risk
992,31.75,Medium Risk
992,32.5,Medium Risk
992,19.25,Low Risk
992,35.0,Medium Risk
992,51.75,High Risk
992,46.75,Medium Risk
992,26.75,Medium Risk
992,39.75,Medium Risk
993,20.0,Low Risk
993,95.0,Critical Risk
993,19.25,Low Risk
993,27.25,Medium Risk
993,46.75,Medium Risk
993,74.0,High Risk
993,44.5,Medium Risk
993,26.75,Medium Risk
993,56.5,High Risk
993,70.5,High Risk
993,52.25,High Risk
993,59.5,High Risk
993,40.0,Medium Risk
994,48.0,Medium Risk
994,32.5,Medium Risk
994,57.5,High Risk
994,19.25,Low Risk
994,26.75,Medium Risk
994,27.5,Medium Risk
994,34.25,Medium Risk
994,27.25,Medium Risk
994,31.75,Medium Risk
994,20.0,Low Risk
994,53.75,High Risk
994,62.5,High Risk
994,22.0,Low Risk
994,22.25,Low Risk
995,82.0,Critical Risk
995,27.5,Medium Risk
995,27.25,Medium Risk
995,19.25,Low Risk
995,69.0,High Risk
995,20.0,Low Risk
995,47.5,Medium Risk
995,64.0,High Risk
995,23.0,Low Risk
995,40.0,Medium Risk
995,51.75,High Risk
995,50.5,High Risk
995,56.5,High Risk
995,46.75,Medium Risk
995,57.5,High Risk
995,39.25,Medium Risk
995,74.0,High Risk
996,27.5,Medium Risk
996,19.25,Low Risk
996,42.25,Medium Risk
996,57.5,High Risk
996,27.25,Medium Risk
996,66.5,High Risk
996,39.25,Medium Risk
996,20.0,Low Risk
996,38.0,Medium Risk
996,74.0,High Risk
996,52.5,High Risk
996,47.5,Medium Risk
997,19.25,Low Risk
997,27.25,Medium Risk
997,40.0,Medium Risk
997,67.0,High Risk
997,29.75,Medium Risk
997,59.5,High Risk
997,22.25,Low Risk
997,20.0,Low Risk
997,52.5,High Risk
997,27.5,Medium Risk
997,45.25,Medium Risk
997,58.0,High Risk
998,39.25,Medium Risk
998,20.0,Low Risk
998,29.0,Medium Risk
998,69.0,High Risk
998,37.25,Medium Risk
998,46.75,Medium Risk
998,34.25,Medium Risk
998,65.25,High Risk
998,61.5,High Risk
998,19.25,Low Risk
998,26.75,Medium Risk
998,31.75,Medium Risk
998,49.0,Medium Risk
998,47.25,Medium Risk
998,47.0,Medium Risk
998,51.75,High Risk
999,22.25,Low Risk
999,34.25,Medium Risk
999,56.75,High Risk
999,39.25,Medium Risk
999,37.25,Medium Risk
999,19.25,Low Risk
999,35.0,Medium Risk
999,27.25,Medium Risk
999,20.0,Low Risk
999,31.75,Medium Risk
999,21.25,Low Risk
999,26.75,Medium Risk
1000,64.0,High Risk
1000,32.5,Medium Risk
1000,57.0,High Risk
1000,49.0,Medium Risk
1000,29.0,Medium Risk
1000,41.5,Medium Risk
1000,34.25,Medium Risk
1000,36.5,Medium Risk
1000,59.75,High Risk
1000,31.75,Medium Risk
1000,19.25,Low Risk
1000,69.0,High Risk
1000,40.0,Medium Risk
1001,23.0,Low Risk
1001,20.0,Low Risk
1001,29.0,Medium Risk
1001,26.75,Medium Risk
1001,41.5,Medium Risk
1001,49.75,Medium Risk
1001,27.5,Medium Risk
1001,19.25,Low Risk
1001,52.5,High Risk
1001,48.0,Medium Risk
1001,28.0,Medium Risk
1001,53.5,High Risk
1002,52.5,High Risk
1002,47.5,Medium Risk
1002,70.0,High Risk
1002,19.25,Low Risk
1002,32.5,Medium Risk
1002,20.0,Low Risk
1002,22.25,Low Risk
1002,27.5,Medium Risk
1002,74.0,High Risk
1002,40.25,Medium Risk
1002,35.0,Medium Risk
1002,56.75,High Risk
1003,20.0,Low Risk
1003,29.0,Medium Risk
1003,27.25,Medium Risk
1003,19.25,Low Risk
1003,21.25,Low Risk
1003,74.0,High Risk
1003,77.0,Critical Risk
1003,26.75,Medium Risk
1004,59.5,High Risk
1004,34.25,Medium Risk
1004,20.0,Low Risk
